thisRow.t,notes,Welcome_B.started,Welcome.started,mouse.started,Welcome_B.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Condition_B.started,mouse_3.started,ConditionB.started,Condition_B.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,Block_B_01.started,Klicks_Block_B_01.started,Arms_Block_B_01.started,Legs_Block_B_01.started,Other_Block_B_01.started,Head_Block_B_01.started,Counter_Head_B_01.started,Counter_Other_B_01.started,Counter_Legs_B_01.started,Counter_Arms_B_01.started,participant,session,Condition,date,expName,psychopyVersion,frameRate,expStart,
,,0.005465300055220723,0.02570999995805323,0.005270899971947074,443.9444624000462,[-0.17222222222222222],[0.15185185185185185],[1],[0],[0],[443.9383474000497],,,,,,,,,,,,,,,,,,,,,CA04TU11,001,HB,2026-05-26_09h03.49.193,Balance_and_VR_B,2024.1.5,None,2026-05-26 09h04.41.268815 +0200,
,,,,,,,,,,,,443.9446229999885,3.339990507811308e-05,443.9600082000252,456.4246491000522,[-0.17222222222222222],[0.15185185185185185],[1],[0],[0],[12.479340099962428],,,,,,,,,,,CA04TU11,001,HB,2026-05-26_09h03.49.193,Balance_and_VR_B,2024.1.5,None,2026-05-26 09h04.41.268815 +0200,
,,,,,,,,,,,,,,,,,,,,,,456.42483270005323,0.0005398000357672572,456.46536060003564,456.46536060003564,456.46536060003564,456.46536060003564,456.46536060003564,456.46536060003564,456.46536060003564,456.46536060003564,,,,,,,,,
