thisRow.t,notes,Welcome_A.started,Welcome.started,mouse.started,Welcome_A.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Condition_A.started,mouse_3.started,ConditionA.started,Condition_A.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,Block_A_01.started,Klicks_Block_A_01.started,Arms_Block_A_01.started,Legs_Block_A_01.started,Other_Block_A_01.started,Head_Block_A_01.started,Counter_Legs_A_01.started,Counter_Arms_A_01.started,Counter_Other_A_01.started,Counter_Head_A_01.started,participant,session,Condition,date,expName,psychopyVersion,frameRate,expStart,
,,0.0084711997769773,0.024975299835205078,0.008081599604338408,510.5195741998032,[-0.31203703703703706],[0.18611111111111112],[1],[0],[0],[510.51048710010946],,,,,,,,,,,,,,,,,,,,,AN06AN18_A_LB,001,A,2026-06-17_10h28.55.133,Balance_and_VR_A,2024.1.5,None,2026-06-17 10h51.38.260106 +0200,
,,,,,,,,,,,,510.5197481997311,3.620004281401634e-05,510.53530089976266,512.5189217999578,[-0.31203703703703706],[0.18611111111111112],[1],[0],[0],[1.9986736997961998],,,,,,,,,,,AN06AN18_A_LB,001,A,2026-06-17_10h28.55.133,Balance_and_VR_A,2024.1.5,None,2026-06-17 10h51.38.260106 +0200,
,,,,,,,,,,,,,,,,,,,,,,512.519040199928,0.00015509966760873795,512.5665503996424,512.5665503996424,512.5665503996424,512.5665503996424,512.5665503996424,512.5665503996424,512.5665503996424,512.5665503996424,,,,,,,,,
