Term,B,SE,CI_low,CI_high,df,t,p
(Intercept),1.8968136207109259,0.24826225894066026,1.410228534466675,2.3833987069551767,48.59094547474687,7.640362368427104,7.165055233689e-10
ConditionLB,-0.10663287374957924,0.15359560314553722,-0.40767472409853917,0.19440897659938067,34.57031539670034,-0.6942443114634007,0.49216840721279564
Trial2,0.6790123456790113,0.11776299761328514,0.4482011116454961,0.9098235797125265,238.86725020390145,5.76592273838663,2.498669163070449e-8
Trial3,0.9135802469135789,0.11776299761328511,0.6827690128800638,1.1443914809470939,238.8672502006445,7.757786957102014,2.5025075790912554e-13
Trial4,1.3562110091627941,0.1182257720762547,1.1244927538488938,1.5879292644766945,239.07359963711713,11.471365213737396,1.4722747437873911e-24
trial_orderLB_HB,0.3768254307786353,0.30236256413449175,-0.21579430519815068,0.9694451667554213,33.78926621926325,1.2462701255933992,0.22123675930431944
baseline_effort_c,0.648114659544668,0.09257366942710811,0.4666736015508194,0.8295557175385165,74.1612514592316,7.001069132891931,9.694618488240028e-10
