source_file,source_path,ID,Block,Condition,trial,clicked_name_column,time_column,internal_column_block,block_header_matches_filename,raw_clicked_names,raw_times,raw_name_count,raw_timestamp_count,first_timestamp,early_artifact_found,removed_movement,adjustment_rule,adjusted_name_count,adjusted_timestamp_count,unmatched_timestamps,names_without_timestamps,raw_arm,raw_head,raw_leg,raw_other,arm,head,leg,other,total,extraction_valid,audit_status,audit_issue
AN07IE11_A_HB.csv,data/s_files/psychopy/AN07IE11_A_HB.csv,AN07IE11,A,HB,03,Klicks_Block_A_03.clicked_name,Klicks_Block_A_03.time,A,TRUE,"['Other_Block_A_03', 'Arms_Block_A_03', 'Arms_Block_A_03', 'Legs_Block_A_03', 'Legs_Block_A_03']","[0.0005370001308619976, 67.72759910020977, 95.41690030042082, 161.81289410032332, 187.5691729001701]",5,5,5.3700013086199e-4,TRUE,other,removed early timestamp and paired first movement,4,4,0,0,2,0,2,1,2,0,2,0,4,TRUE,OK,
AN07IE11_A_HB.csv,data/s_files/psychopy/AN07IE11_A_HB.csv,AN07IE11,A,HB,04,Klicks_Block_A_04.clicked_name,Klicks_Block_A_04.time,A,TRUE,"['Legs_Block_A_04', 'Other_Block_A_04', 'Legs_Block_A_04', 'Legs_Block_A_04', 'Arms_Block_A_04', 'Legs_Block_A_04', 'Arms_Block_A_04', 'Other_Block_A_04', 'Other_Block_A_04', 'Legs_Block_A_04']","[0.00046529993414878845, 38.003884399775416, 54.66482499986887, 79.8913487996906, 89.60286769969389, 98.13365909969434, 133.0390760996379, 177.99079189961776, 188.8532944000326, 196.96656819991767]",10,10,4.6529993414878e-4,TRUE,leg,removed early timestamp and paired first movement,9,9,0,0,2,0,5,3,2,0,4,3,9,TRUE,OK,
AN07IE11_B_LB.csv,data/s_files/psychopy/AN07IE11_B_LB.csv,AN07IE11,B,LB,01,Klicks_Block_B_01.clicked_name,Klicks_Block_B_01.time,B,TRUE,"['Head_Block_B_01', 'Other_Block_B_01', 'Legs_Block_B_01', 'Other_Block_B_01', 'Legs_Block_B_01', 'Legs_Block_B_01', 'Other_Block_B_01']","[0.0006432002410292625, 23.73998250020668, 149.23121860018, 150.23121510026976, 173.5070080999285, 186.61873019998893, 202.86405589990318]",7,7,6.4320024102926e-4,TRUE,head,removed early timestamp and paired first movement,6,6,0,0,0,1,3,3,0,0,3,3,6,TRUE,OK,
AN07IE11_B_LB.csv,data/s_files/psychopy/AN07IE11_B_LB.csv,AN07IE11,B,LB,02,Klicks_Block_B_02.clicked_name,Klicks_Block_B_02.time,B,TRUE,"['Other_Block_B_02', 'Arms_Block_B_02', 'Legs_Block_B_02', 'Other_Block_B_02', 'Other_Block_B_02']","[0.0005032997578382492, 75.07541099982336, 111.84536009980366, 143.63454709993675, 199.13241539988667]",5,5,5.0329975783824e-4,TRUE,other,removed early timestamp and paired first movement,4,4,0,0,1,0,1,3,1,0,1,2,4,TRUE,OK,
AN07IE11_B_LB.csv,data/s_files/psychopy/AN07IE11_B_LB.csv,AN07IE11,B,LB,03,Klicks_Block_B_03.clicked_name,Klicks_Block_B_03.time,B,TRUE,"['Other_Block_B_03', 'Other_Block_B_03']","[0.0005834000185132027, 129.02203210024163]",2,2,5.834000185132e-4,TRUE,other,removed early timestamp and paired first movement,1,1,0,0,0,0,0,2,0,0,0,1,1,TRUE,OK,
AN07IE11_B_LB.csv,data/s_files/psychopy/AN07IE11_B_LB.csv,AN07IE11,B,LB,04,Klicks_Block_B_04.clicked_name,Klicks_Block_B_04.time,B,TRUE,"['Other_Block_B_04', 'Legs_Block_B_04', 'Legs_Block_B_04', 'Legs_Block_B_04', 'Other_Block_B_04', 'Arms_Block_B_04', 'Other_Block_B_04', 'Arms_Block_B_04']","[0.0005263998173177242, 47.38339849980548, 75.3906607995741, 139.85186850000173, 143.15098319994286, 161.1278486996889, 199.76511029992253, 201.73089429968968]",8,8,5.2639981731772e-4,TRUE,other,removed early timestamp and paired first movement,7,7,0,0,2,0,3,3,2,0,3,2,7,TRUE,OK,
AN11ST11_A_HB.csv,data/s_files/psychopy/AN11ST11_A_HB.csv,AN11ST11,A,HB,01,Klicks_Block_A_01.clicked_name,Klicks_Block_A_01.time,A,TRUE,['Head_Block_A_01'],[0.0006111999973654747],1,1,6.1119999736547e-4,TRUE,head,removed early timestamp and paired first movement,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,OK,
AN11ST11_A_HB.csv,data/s_files/psychopy/AN11ST11_A_HB.csv,AN11ST11,A,HB,02,Klicks_Block_A_02.clicked_name,Klicks_Block_A_02.time,A,TRUE,['Head_Block_A_02'],[0.0005437000654637814],1,1,5.4370006546378e-4,TRUE,head,removed early timestamp and paired first movement,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,OK,
AN11ST11_A_HB.csv,data/s_files/psychopy/AN11ST11_A_HB.csv,AN11ST11,A,HB,03,Klicks_Block_A_03.clicked_name,Klicks_Block_A_03.time,A,TRUE,['Head_Block_A_03'],[0.0006240000948309898],1,1,6.2400009483098e-4,TRUE,head,removed early timestamp and paired first movement,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,OK,
AN11ST11_A_HB.csv,data/s_files/psychopy/AN11ST11_A_HB.csv,AN11ST11,A,HB,04,Klicks_Block_A_04.clicked_name,Klicks_Block_A_04.time,A,TRUE,['Head_Block_A_04'],[0.0006633999291807413],1,1,6.6339992918074e-4,TRUE,head,removed early timestamp and paired first movement,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,OK,
AN11ST11_B_LB.csv,data/s_files/psychopy/AN11ST11_B_LB.csv,AN11ST11,B,LB,01,Klicks_Block_B_01.clicked_name,Klicks_Block_B_01.time,B,TRUE,['Legs_Block_B_01'],[0.0005683000199496746],1,1,5.6830001994967e-4,TRUE,leg,removed early timestamp and paired first movement,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,OK,
